,order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sales_price,profit,year,month
6014,6015,2022-04-25,First Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10002885,8,124.8,4035.2,245.19999999999982,2022,4
6015,6016,2023-10-23,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10000747,2,3.6,86.4,6.400000000000006,2023,10
6016,6017,2022-08-31,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10001918,7,1.2,28.8,-1.1999999999999993,2022,8
6017,6018,2023-05-24,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10003309,3,0.8,19.2,-0.8000000000000007,2023,5
6018,6019,2022-01-16,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10001977,1,1.8,58.2,8.200000000000003,2022,1
6019,6020,2023-03-24,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,OFF-AP-10002892,5,1.8,88.2,8.200000000000003,2023,3
6020,6021,2023-04-25,Same Day,Consumer,United States,Kenner,Louisiana,70065,South,Office Supplies,Appliances,OFF-AP-10002222,2,0.8,19.2,-0.8000000000000007,2023,4
6021,6022,2023-04-03,Same Day,Consumer,United States,Kenner,Louisiana,70065,South,Technology,Accessories,TEC-AC-10000158,2,3.5,66.5,6.5,2023,4
6022,6023,2023-06-07,Standard Class,Consumer,United States,Cedar Hill,Texas,75104,Central,Office Supplies,Envelopes,OFF-EN-10002600,3,0.2,9.8,-0.1999999999999993,2023,6
6023,6024,2023-12-23,First Class,Corporate,United States,Providence,Rhode Island,2908,East,Technology,Accessories,TEC-AC-10004855,2,2.1,67.9,7.900000000000006,2023,12
6024,6025,2022-02-24,Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Appliances,OFF-AP-10000938,8,26.0,624.0,34.0,2022,2
6025,6026,2022-03-29,Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,OFF-PA-10002195,2,0.4,9.6,-0.40000000000000036,2022,3
6026,6027,2023-07-24,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Fasteners,OFF-FA-10002701,5,0.2,9.8,-0.1999999999999993,2023,7
6027,6028,2023-05-15,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,TEC-PH-10003589,5,1.4,68.6,8.599999999999994,2023,5
6028,6029,2023-09-13,First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Art,OFF-AR-10003752,2,1.0,19.0,-1.0,2023,9
6029,6030,2023-09-17,First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10003829,3,0.5,9.5,-0.5,2023,9
6030,6031,2022-12-31,Same Day,Consumer,United States,Miami,Florida,33142,South,Furniture,Chairs,FUR-CH-10000155,1,4.8,235.2,35.19999999999999,2022,12
6031,6032,2023-06-26,Standard Class,Corporate,United States,Nashua,New Hampshire,3060,East,Furniture,Furnishings,FUR-FU-10003142,4,1.0,19.0,-1.0,2023,6
6032,6033,2022-03-16,First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,OFF-SU-10001218,5,2.5,47.5,7.5,2022,3
6033,6034,2023-09-22,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Furniture,Furnishings,FUR-FU-10002963,3,0.6,19.4,-0.6000000000000014,2023,9
6034,6035,2023-07-03,Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Appliances,OFF-AP-10002578,2,1.0,19.0,-1.0,2023,7
6035,6036,2022-03-01,Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Binders,OFF-BI-10003925,4,6.2,303.8,33.80000000000001,2022,3
6036,6037,2022-09-14,Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Furniture,Furnishings,FUR-FU-10003347,3,2.0,38.0,8.0,2022,9
6037,6038,2023-07-03,Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Binders,OFF-BI-10000315,6,4.4,105.6,5.599999999999994,2023,7
6038,6039,2023-07-12,Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Storage,OFF-ST-10002583,4,2.6,127.4,7.400000000000006,2023,7
6039,6040,2022-04-19,Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Art,OFF-AR-10003469,3,0.5,9.5,-0.5,2022,4
6040,6041,2022-10-28,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10001817,3,17.2,842.8,112.79999999999995,2022,10
6041,6042,2022-04-17,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Machines,TEC-MA-10001031,3,10.2,499.8,39.80000000000001,2022,4
6042,6043,2023-10-21,Standard Class,Consumer,United States,Sierra Vista,Arizona,85635,West,Furniture,Furnishings,FUR-FU-10002088,2,0.3,9.7,-0.3000000000000007,2023,10
6043,6044,2023-08-01,Second Class,Corporate,United States,Knoxville,Tennessee,37918,South,Furniture,Chairs,FUR-CH-10001482,3,15.5,294.5,44.5,2023,8
6044,6045,2023-04-08,Second Class,Corporate,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,OFF-PA-10001526,7,0.9,29.1,-0.8999999999999986,2023,4
6045,6046,2022-07-06,Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,FUR-FU-10002937,3,9.6,230.4,30.400000000000006,2022,7
6046,6047,2022-04-22,Standard Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Furniture,Tables,FUR-TA-10001771,3,27.6,662.4,82.39999999999998,2022,4
6047,6048,2022-02-06,Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Binders,OFF-BI-10003305,9,0.6,19.4,-0.6000000000000014,2022,2
6048,6049,2023-12-25,Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Binders,OFF-BI-10001359,5,27.0,1323.0,163.0,2023,12
6049,6050,2022-04-13,First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,OFF-PA-10000483,7,8.5,161.5,11.5,2022,4
6050,6051,2023-06-06,Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Art,OFF-AR-10000658,5,1.2,58.8,-1.2000000000000028,2023,6
6051,6052,2022-03-17,Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,OFF-AP-10001205,5,5.4,264.6,4.600000000000023,2022,3
6052,6053,2023-10-01,Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,OFF-PA-10002586,3,0.2,9.8,-0.1999999999999993,2023,10
6053,6054,2022-02-19,Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Furniture,Furnishings,FUR-FU-10004963,4,0.6,29.4,-0.6000000000000014,2022,2
6054,6055,2023-08-03,Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,OFF-BI-10002071,7,0.4,9.6,-0.40000000000000036,2023,8
6055,6056,2022-12-31,First Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Binders,OFF-BI-10001617,1,0.0,0.0,0.0,2022,12
6056,6057,2022-05-16,First Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Paper,OFF-PA-10004665,8,1.6,78.4,8.400000000000006,2022,5
6057,6058,2023-09-09,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Envelopes,OFF-EN-10001990,2,0.3,9.7,-0.3000000000000007,2023,9
6058,6059,2023-05-05,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10000587,5,1.6,38.4,-1.6000000000000014,2023,5
6059,6060,2022-03-03,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10004859,2,0.9,29.1,-0.8999999999999986,2022,3
6060,6061,2022-08-14,Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Storage,OFF-ST-10001476,4,5.6,134.4,14.400000000000006,2022,8
6061,6062,2023-05-05,Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Art,OFF-AR-10002804,3,0.4,9.6,-0.40000000000000036,2023,5
6062,6063,2022-02-13,Second Class,Consumer,United States,San Diego,California,92037,West,Technology,Copiers,TEC-CO-10004202,5,60.0,1140.0,100.0,2022,2
6063,6064,2022-11-19,Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,OFF-PA-10001307,3,0.5,9.5,-0.5,2022,11
6064,6065,2022-11-22,Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,OFF-PA-10001667,3,0.4,19.6,-0.3999999999999986,2022,11
6065,6066,2022-04-24,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,OFF-LA-10001569,6,0.8,19.2,-0.8000000000000007,2022,4
6066,6067,2023-01-31,Standard Class,Consumer,United States,Bartlett,Tennessee,38134,South,Office Supplies,Supplies,OFF-SU-10000898,8,2.7,87.3,7.299999999999997,2023,1
6067,6068,2023-05-12,Standard Class,Home Office,United States,Lakewood,California,90712,West,Furniture,Chairs,FUR-CH-10000225,8,26.0,494.0,14.0,2023,5
6068,6069,2022-12-18,Standard Class,Home Office,United States,Lakewood,California,90712,West,Furniture,Furnishings,FUR-FU-10002191,1,0.2,9.8,-0.1999999999999993,2022,12
6069,6070,2023-10-16,Standard Class,Home Office,United States,Lakewood,California,90712,West,Technology,Machines,TEC-MA-10003176,1,6.8,333.2,43.19999999999999,2023,10
6070,6071,2023-01-07,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,OFF-LA-10004093,3,0.4,19.6,-0.3999999999999986,2023,1
6071,6072,2023-10-25,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,OFF-ST-10000025,2,3.0,147.0,17.0,2023,10
6072,6073,2023-01-17,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Fasteners,OFF-FA-10001561,2,0.0,0.0,0.0,2023,1
6073,6074,2022-08-24,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Supplies,OFF-SU-10001225,2,0.2,9.8,-0.1999999999999993,2022,8
6074,6075,2022-07-15,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,OFF-BI-10001718,3,4.5,145.5,5.5,2022,7
6075,6076,2022-09-30,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Storage,OFF-ST-10002756,2,5.4,264.6,34.60000000000002,2022,9
6076,6077,2022-08-19,Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,TEC-AC-10001432,6,18.8,451.2,51.19999999999999,2022,8
6077,6078,2022-06-20,Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,TEC-AC-10003399,2,3.5,66.5,6.5,2022,6
6078,6079,2022-12-30,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,OFF-SU-10001574,3,0.3,9.7,-0.3000000000000007,2022,12
6079,6080,2023-02-26,Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10004864,3,7.6,182.4,2.4000000000000057,2023,2
6080,6081,2023-10-25,First Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Storage,OFF-ST-10001172,9,4.5,145.5,15.5,2023,10
6081,6082,2022-08-03,Same Day,Consumer,United States,Lubbock,Texas,79424,Central,Furniture,Furnishings,FUR-FU-10002396,5,0.6,29.4,-0.6000000000000014,2022,8
6082,6083,2022-06-17,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10004040,6,0.3,9.7,-0.3000000000000007,2022,6
6083,6084,2023-04-23,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,OFF-AR-10003481,9,0.6,19.4,-0.6000000000000014,2023,4
6084,6085,2023-07-19,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,TEC-AC-10000387,2,0.8,19.2,-0.8000000000000007,2023,7
6085,6086,2022-01-10,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Labels,OFF-LA-10000262,1,0.0,0.0,0.0,2022,1
6086,6087,2023-01-15,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10003196,6,0.0,0.0,0.0,2023,1
6087,6088,2022-01-25,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,FUR-FU-10004351,3,1.5,28.5,8.5,2022,1
6088,6089,2022-04-09,Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,OFF-PA-10001870,1,0.2,9.8,-0.1999999999999993,2022,4
6089,6090,2022-05-18,Second Class,Corporate,United States,Loveland,Colorado,80538,West,Office Supplies,Binders,OFF-BI-10002813,2,0.0,0.0,0.0,2022,5
6090,6091,2022-08-15,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10003846,3,10.8,259.2,39.19999999999999,2022,8
6091,6092,2022-10-31,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10002647,2,8.4,201.6,21.599999999999994,2022,10
6092,6093,2023-11-11,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000807,9,1.6,38.4,8.399999999999999,2023,11
6093,6094,2023-08-21,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001465,2,3.5,66.5,6.5,2023,8
6094,6095,2022-07-15,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10000615,4,1.0,49.0,9.0,2022,7
6095,6096,2023-04-19,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10002713,2,0.2,9.8,-0.1999999999999993,2023,4
6096,6097,2023-04-06,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10003061,1,1.6,78.4,18.400000000000006,2023,4
6097,6098,2023-07-09,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10000343,3,0.2,9.8,-0.1999999999999993,2023,7
6098,6099,2023-12-22,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,OFF-FA-10000304,2,0.0,0.0,0.0,2023,12
6099,6100,2023-08-26,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10004086,11,115.6,2774.4,204.4000000000001,2023,8
6100,6101,2022-12-19,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10002885,2,39.0,1261.0,121.0,2022,12
6101,6102,2023-02-25,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10001215,5,67.5,2182.5,42.5,2023,2
6102,6103,2022-10-05,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10000215,3,3.0,97.0,7.0,2022,10
6103,6104,2023-09-13,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001998,3,1.2,58.8,8.799999999999997,2023,9
6104,6105,2022-02-27,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,FUR-TA-10002356,2,6.2,303.8,53.80000000000001,2022,2
6105,6106,2023-03-06,Standard Class,Corporate,United States,Miami,Florida,33178,South,Office Supplies,Art,OFF-AR-10002399,4,0.4,9.6,-0.40000000000000036,2023,3
6106,6107,2023-03-12,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Appliances,OFF-AP-10001563,2,0.4,19.6,-0.3999999999999986,2023,3
6107,6108,2023-01-19,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Technology,Accessories,TEC-AC-10004510,5,1.4,68.6,8.599999999999994,2023,1
6108,6109,2022-10-30,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,OFF-LA-10001982,2,0.5,9.5,-0.5,2022,10
6109,6110,2023-01-14,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10004141,3,0.0,0.0,0.0,2023,1
6110,6111,2023-06-02,Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,FUR-CH-10004495,7,58.8,1411.2,231.20000000000005,2023,6
6111,6112,2023-11-11,Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Appliances,OFF-AP-10002311,2,4.4,105.6,5.599999999999994,2023,11
6112,6113,2023-03-16,Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Fasteners,OFF-FA-10000585,6,0.4,19.6,-0.3999999999999986,2023,3
6113,6114,2023-12-09,Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,FUR-CH-10000454,9,46.2,1493.8,173.79999999999995,2023,12
6114,6115,2022-04-28,Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,FUR-CH-10003746,2,22.5,427.5,67.5,2022,4
6115,6116,2022-12-25,Standard Class,Corporate,United States,Redwood City,California,94061,West,Office Supplies,Binders,OFF-BI-10003291,6,1.6,38.4,-1.6000000000000014,2022,12
6116,6117,2023-08-31,Standard Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10002114,4,114.0,2166.0,-4.0,2023,8
6117,6118,2023-09-19,Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10001569,3,0.4,9.6,-0.40000000000000036,2023,9
6118,6119,2023-04-25,Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Phones,TEC-PH-10001425,3,9.5,180.5,20.5,2023,4
6119,6120,2023-04-23,Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Art,OFF-AR-10001915,3,0.8,19.2,-0.8000000000000007,2023,4
6120,6121,2023-07-23,Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Furniture,Furnishings,FUR-FU-10004864,8,12.3,397.7,67.69999999999999,2023,7
6121,6122,2022-09-17,Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Furniture,Bookcases,FUR-BO-10001972,2,3.5,66.5,6.5,2022,9
6122,6123,2022-03-05,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,OFF-ST-10000532,2,1.2,58.8,8.799999999999997,2022,3
6123,6124,2023-01-19,Standard Class,Home Office,United States,Bedford,Texas,76021,Central,Office Supplies,Paper,OFF-PA-10003883,4,0.8,19.2,-0.8000000000000007,2023,1
6124,6125,2023-01-30,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,TEC-AC-10003038,5,1.6,38.4,-1.6000000000000014,2023,1
6125,6126,2023-03-21,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10001593,2,0.3,9.7,-0.3000000000000007,2023,3
6126,6127,2022-08-04,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10002049,1,0.0,0.0,0.0,2022,8
6127,6128,2022-07-31,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,FUR-CH-10003817,6,13.2,316.8,46.80000000000001,2022,7
6128,6129,2022-01-08,First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10002353,4,2.0,48.0,-2.0,2022,1
6129,6130,2023-03-06,Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Technology,Accessories,TEC-AC-10003116,3,1.0,49.0,9.0,2023,3
6130,6131,2023-04-27,Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Fasteners,OFF-FA-10003021,2,0.0,0.0,0.0,2023,4
6131,6132,2023-04-22,Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,FUR-CH-10004477,14,15.4,754.6,94.60000000000002,2023,4
6132,6133,2023-03-25,Standard Class,Consumer,United States,Lebanon,Tennessee,37087,South,Office Supplies,Paper,OFF-PA-10001033,5,8.0,152.0,12.0,2023,3
6133,6134,2023-10-13,First Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Tables,FUR-TA-10004152,2,4.8,155.2,15.199999999999989,2023,10
6134,6135,2022-03-01,Same Day,Consumer,United States,Chula Vista,California,91911,West,Office Supplies,Art,OFF-AR-10002135,4,7.6,182.4,22.400000000000006,2022,3
6135,6136,2022-11-23,Standard Class,Home Office,United States,Mcallen,Texas,78501,Central,Technology,Accessories,TEC-AC-10000521,3,0.9,29.1,-0.8999999999999986,2022,11
6136,6137,2023-12-25,Standard Class,Home Office,United States,Mcallen,Texas,78501,Central,Office Supplies,Appliances,OFF-AP-10000026,6,1.4,68.6,8.599999999999994,2023,12
6137,6138,2023-01-17,Second Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,OFF-PA-10002986,6,1.5,28.5,-1.5,2023,1
6138,6139,2023-02-25,Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,FUR-BO-10001337,2,6.3,203.7,23.69999999999999,2023,2
6139,6140,2023-11-08,First Class,Consumer,United States,Santa Maria,California,93454,West,Office Supplies,Storage,OFF-ST-10000532,3,3.6,116.4,16.400000000000006,2023,11
6140,6141,2023-01-17,Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Paper,OFF-PA-10001497,5,10.8,259.2,29.19999999999999,2023,1
6141,6142,2023-03-09,Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,OFF-ST-10002554,4,6.0,194.0,24.0,2023,3
6142,6143,2023-01-10,Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Technology,Phones,TEC-PH-10001336,2,5.2,254.8,44.80000000000001,2023,1
6143,6144,2022-12-28,Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Art,OFF-AR-10002987,6,6.0,114.0,4.0,2022,12
6144,6145,2022-03-04,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,OFF-PA-10000575,3,0.4,19.6,-0.3999999999999986,2022,3
6145,6146,2023-09-05,Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Art,OFF-AR-10003394,4,0.2,9.8,-0.1999999999999993,2023,9
6146,6147,2023-08-23,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10003394,4,0.3,9.7,-0.3000000000000007,2023,8
6147,6148,2023-04-16,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10001191,2,2.0,38.0,8.0,2023,4
6148,6149,2023-04-25,Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,TEC-PH-10003484,2,6.0,194.0,4.0,2023,4
6149,6150,2023-11-22,First Class,Corporate,United States,Long Beach,California,90805,West,Furniture,Chairs,FUR-CH-10003968,6,13.6,326.4,6.399999999999977,2023,11
6150,6151,2022-11-09,First Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Bookcases,FUR-BO-10001608,5,10.5,339.5,59.5,2022,11
6151,6152,2022-12-23,Second Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Bookcases,FUR-BO-10004218,10,36.0,1164.0,134.0,2022,12
6152,6153,2023-08-15,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,OFF-ST-10002485,4,3.6,86.4,6.400000000000006,2023,8
6153,6154,2022-03-04,First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10001876,2,2.0,48.0,-2.0,2022,3
6154,6155,2023-09-05,First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,OFF-ST-10002370,3,2.5,47.5,7.5,2023,9
6155,6156,2022-09-15,First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,OFF-ST-10000142,1,13.2,316.8,26.80000000000001,2022,9
6156,6157,2022-02-15,First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10004671,3,0.8,39.2,9.200000000000003,2022,2
6157,6158,2022-09-09,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Envelopes,OFF-EN-10002504,3,3.2,76.8,16.799999999999997,2022,9
6158,6159,2023-04-01,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Accessories,TEC-AC-10004803,12,5.1,164.9,4.900000000000006,2023,4
6159,6160,2022-04-06,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,OFF-ST-10001932,4,30.8,739.2,89.20000000000005,2022,4
6160,6161,2023-09-21,First Class,Corporate,United States,Lakeland,Florida,33801,South,Technology,Phones,TEC-PH-10004667,3,9.6,310.4,30.399999999999977,2023,9
6161,6162,2022-07-18,First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Labels,OFF-LA-10000443,4,0.3,9.7,-0.3000000000000007,2022,7
6162,6163,2022-10-28,First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Storage,OFF-ST-10000918,3,1.5,28.5,-1.5,2022,10
6163,6164,2022-05-24,First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Binders,OFF-BI-10001196,5,1.2,28.8,-1.1999999999999993,2022,5
6164,6165,2022-01-23,First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,FUR-FU-10003981,3,0.0,0.0,0.0,2022,1
6165,6166,2022-10-30,First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,FUR-FU-10002508,3,0.6,19.4,-0.6000000000000014,2022,10
6166,6167,2022-05-15,First Class,Corporate,United States,Lakeland,Florida,33801,South,Technology,Accessories,TEC-AC-10002647,2,8.5,161.5,1.5,2022,5
6167,6168,2023-03-08,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,OFF-PA-10002377,3,6.0,114.0,4.0,2023,3
6168,6169,2023-05-31,Second Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10004530,2,0.4,19.6,-0.3999999999999986,2023,5
6169,6170,2023-04-20,Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,OFF-PA-10002986,2,0.3,9.7,-0.3000000000000007,2023,4
6170,6171,2023-01-29,Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10000948,3,1.5,28.5,-1.5,2023,1
6171,6172,2023-03-31,Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10001545,2,0.0,0.0,0.0,2023,3
6172,6173,2023-08-27,Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10001758,5,1.5,28.5,8.5,2023,8
6173,6174,2022-11-02,Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Technology,Accessories,TEC-AC-10003237,2,1.0,19.0,-1.0,2022,11
6174,6175,2023-01-11,Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,OFF-ST-10002011,2,25.2,814.8,104.79999999999995,2023,1
6175,6176,2023-05-19,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Furniture,Chairs,FUR-CH-10000309,4,50.7,1639.3,219.29999999999995,2023,5
6176,6177,2022-05-28,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,OFF-ST-10002444,7,1.8,88.2,8.200000000000003,2022,5
